name,type,required_age,is_free,recommendations,price_overview,metacritic_score,developer,publisher,positive,negative,genre,ccu
Life is Strange - Episode 1,game,12.0,True,114851,0.0,0.0,DONTNOD Entertainment/ Feral Interactive (Mac)/ Feral Interactive (Linux),Square Enix/ Feral interactive (Mac)/ Feral Interactive (Linux),155046,6201,Action/ Adventure,365
AX:EL - Air XenoDawn,game,0.0,True,0,0.0,0.0,Alex Piola,KISS ltd,964,286,Action/ Indie/ Simulation,0
Geometry Dash,game,0.0,False,229183,5.95,0.0,RobTop Games,RobTop Games,232471,16574,Action/ Indie,15086
Don't Starve Together,game,0.0,False,275890,21.5,83.0,Klei Entertainment,Klei Entertainment,391994,17262,Action/ Adventure/ Indie/ RPG/ Simulation/ Strategy,41209
SUPERHOT,game,0.0,False,22948,10.49,82.0,SUPERHOT Team,SUPERHOT Team,31394,3200,Action/ Indie,115
Frostpunk,game,0.0,False,76943,8.79,84.0,11 bit studios,11 bit studios,85444,7475,Simulation/ Strategy,2870
DRAGON BALL XENOVERSE,game,0.0,False,14069,56.95,0.0,DIMPS,BANDAI NAMCO Entertainment,16079,1920,Action,485
Jotun: Valhalla Edition,game,0.0,False,1981,21.95,79.0,Thunder Lotus Games,Thunder Lotus Games,6358,1822,Action/ Adventure/ Indie,6
Move or Die,game,0.0,False,15666,21.5,80.0,Those Awesome Guys,Those Awesome Guys,19872,2204,Action/ Indie,94
Shadow Warrior 2,game,0.0,False,20608,43.95,78.0,Flying Wild Hog,Devolver Digital,21051,3049,Action/ Adventure,174
Total War: ATTILA,game,0.0,False,21965,16.74,80.0,CREATIVE ASSEMBLY,SEGA,25300,5795,Strategy,2970
Gigantic,game,0.0,False,0,0.0,76.0,Motiga Inc.,Perfect World Entertainment,5701,1759,Action/ Free to Play/ Strategy,0
Devil May Cry 4 Special Edition,game,13.0,False,10518,11.38,0.0,CAPCOM Co./ Ltd.,CAPCOM Co./ Ltd. ,12410,1366,Action,195
Children of Morta,game,0.0,False,13347,8.98,82.0,Dead Mage,11 bit studios,15223,1781,Action/ Adventure/ Indie/ RPG,462
Everlasting Summer,game,0.0,True,562,0.0,0.0,Soviet Games,Soviet Games,64406,3268,Adventure/ Casual/ Free to Play/ Indie,802
School of Dragons,game,0.0,False,0,0.0,0.0,JumpStart Games/ Inc.,JumpStart Games/ Inc.,3281,2165,Adventure/ Free to Play/ Massively Multiplayer/ RPG,2
Dark Deception,game,0.0,True,758,0.0,0.0,Glowstick Entertainment,Glowstick Entertainment,14006,1584,Action/ Adventure/ Free to Play/ Indie,385
Cossacks 3,game,0.0,False,9051,28.95,0.0,GSC Game World,GSC Game World,9721,2225,Action/ Adventure/ Strategy,1042
Town of Salem,game,0.0,False,30922,7.5,0.0,BlankMediaGames,BlankMediaGames,32151,4105,Indie/ RPG/ Strategy,310
Transformice,game,0.0,True,271,0.0,0.0,Atelier 801,Atelier 801,21576,3083,Free to Play/ Indie/ Massively Multiplayer,1937
Deus Ex: Mankind Divided,game,15.0,False,27481,6.74,83.0,Eidos Montreal/ Feral Interactive (Linux)/ Feral Interactive (Mac),Eidos Interactive Corp./ Feral Interactive (Linux)/ Feral Interactive (Mac),28871,9517,Action/ RPG,424
Paint the Town Red,game,0.0,False,21094,29.5,0.0,South East Games,South East Games,22185,1007,Action/ Indie,396
Freestyle 2: Street Basketball,game,0.0,True,150,0.0,0.0,JOYCITY,JOYCITY,8916,3306,Action/ Casual/ Free to Play/ Massively Multiplayer/ Sports,279
Kholat,game,0.0,False,1849,27.95,64.0,IMGN.PRO,IMGN.PRO,4288,2075,Adventure/ Indie,4
Besiege,game,0.0,False,41103,21.5,0.0,Spiderling Studios,Spiderling Studios,43637,2023,Indie/ Simulation,309
ARK: Survival Evolved,game,0.0,False,489851,16.79,70.0,Studio Wildcard/ Instinct Games/ Efecto Studios/ Virtual Basement LLC,Studio Wildcard,534762,111919,Action/ Adventure/ Indie/ Massively Multiplayer/ RPG,54736
BrainBread 2,game,0.0,True,0,0.0,0.0,Reperio Studios,Reperio Studios,3608,1312,Action/ Adventure/ Free to Play/ Indie,21
AdVenture Capitalist,game,0.0,True,514,0.0,0.0,Hyper Hippo Games,Hyper Hippo Games,48592,6581,Casual/ Free to Play/ Indie,1873
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,game,0.0,False,62473,42.95,0.0,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,71227,7029,Action/ Adventure,1942
Romero's Aftermath,game,16.0,False,157,0.0,0.0,Free Reign Entertainment,OP Productions LLC/ Free Reign East LLC,5464,5792,Action/ Free to Play/ Indie/ Massively Multiplayer,0
Sherlock Holmes: The Devil's Daughter,game,0.0,False,10439,46.99,65.0,Frogwares,Frogwares,10125,2608,Action/ Adventure,45
The Descendant,game,0.0,True,508,21.5,59.0,Gaming Corps AB,Microids Indie/ Microids,5383,742,Adventure/ Casual/ Indie,1091
Codename CURE,game,0.0,True,298,0.0,0.0,Hoobalugalar_X,Raptor Byte,13707,2508,Action/ Free to Play,22
Survarium,game,0.0,False,366,0.0,0.0,Vostok Games,Vostok Games,13957,11907,Action/ Free to Play/ Massively Multiplayer/ RPG/ Early Access,2
Spooky's Jump Scare Mansion,game,0.0,True,150,0.0,0.0,Lag Studios,Lag Studios,12816,985,Action/ Adventure/ Free to Play/ Indie,25
Elite Dangerous,game,0.0,False,68254,42.95,80.0,Frontier Developments,Frontier Developments,69069,20145,Action/ Adventure/ Massively Multiplayer/ RPG/ Simulation/ Strategy,3877
Mafia III: Definitive Edition,game,18.0,False,27413,39.98,62.0,Hangar 13/ Aspyr (Mac),2K/ Aspyr (Mac),26706,20192,Action/ Adventure,997
ASTRONEER,game,0.0,False,93687,44.99,0.0,System Era Softworks,System Era Softworks,100207,8895,Adventure/ Indie,4845
Black Mesa,game,0.0,False,92466,28.95,84.0,Crowbar Collective,Crowbar Collective,95006,4585,Action/ Adventure/ Indie,935
Clicker Heroes,game,0.0,True,780,0.0,0.0,Playsaurus,Playsaurus,53129,5980,Adventure/ Casual/ Free to Play/ Indie/ RPG/ Simulation/ Strategy,2738
Total War: WARHAMMER,game,0.0,False,30988,89.99,86.0,CREATIVE ASSEMBLY/ Feral Interactive (Linux)/ Feral Interactive (Mac),SEGA/ Feral Interactive (Linux)/ Feral Interactive (Mac),39642,11075,Action/ Strategy,685
Hacknet,game,0.0,False,14178,14.5,82.0,Team Fractal Alligator,Fellow Traveller,21422,1474,Indie/ Simulation,265
Blender,game,0.0,True,134,0.0,0.0,Blender Foundation,Blender Foundation,44852,1392,Animation & Modeling/ Design & Illustration/ Video Production,7920
Poly Bridge,game,0.0,False,14355,15.0,73.0,Dry Cactus,Dry Cactus,14670,1365,Indie/ Simulation,166
Dragon's Dogma: Dark Arisen,game,0.0,False,26474,7.19,81.0,Capcom,Capcom,31361,3520,Action/ Adventure/ RPG,1641
Hollow Knight,game,0.0,False,266512,21.95,87.0,Team Cherry,Team Cherry,291191,8415,Action/ Adventure/ Indie,6866
Kingdom: Classic,game,0.0,True,5786,0.0,74.0,Noio/ Licorice,Raw Fury,18433,1906,Indie/ Simulation/ Strategy,89
Marvel's Midnight Suns,game,15.0,False,9144,35.98,0.0,Firaxis Games,2K,10589,2658,RPG/ Strategy,1663
Her Story,game,0.0,False,6631,14.5,86.0,Sam Barlow,Sam Barlow,7637,881,Adventure/ Casual/ Indie/ Simulation,14
Kathy Rain,game,0.0,False,1618,14.5,77.0,Clifftop Games,Raw Fury,3310,274,Adventure/ Indie,5
Tree of Savior (English Ver.),game,0.0,True,5770,0.0,0.0,IMCGAMES Co./Ltd.,IMCGAMES Co./Ltd.,12851,7079,Free to Play/ Massively Multiplayer/ RPG,316
Divinity: Original Sin - Enhanced Edition,game,0.0,False,19517,56.95,94.0,Larian Studios,Larian Studios,21690,2383,Adventure/ Indie/ RPG/ Strategy,1310
Portal Knights,game,0.0,False,15584,28.95,72.0,Keen Games GmbH,505 Games,17160,3477,Action/ Adventure/ RPG,164
NOBUNAGA'S AMBITION: Sphere of Influence - Ascension,game,0.0,False,686,84.95,0.0,KOEI TECMO GAMES CO./ LTD.,KOEI TECMO GAMES CO./ LTD.,654,296,Strategy,117
The Isle,game,0.0,False,61930,28.95,0.0,Afterthought LLC,Afterthought LLC,55665,11364,Action/ Adventure/ Indie/ Massively Multiplayer/ Simulation/ Early Access,6441
Fallout 4,game,17.0,False,201744,24.95,84.0,Bethesda Game Studios,Bethesda Softworks,257856,54944,RPG,21256
The Surge,game,0.0,False,6408,19.95,72.0,Deck13,Focus Entertainment,6860,2255,Action/ RPG,124
Project CARS 2,game,0.0,False,11344,0.0,84.0,Slightly Mad Studios,BANDAI NAMCO Entertainment,14426,3421,Racing,342
Kingdom Come: Deliverance,game,18.0,False,83458,42.95,76.0,Warhorse Studios,Warhorse Studios/ Prime Matter,92685,19301,Action/ Adventure/ RPG,3583
DOOM,game,18.0,False,120172,34.95,85.0,id Software,Bethesda Softworks,171699,8446,Action,810
Fishing Planet,game,0.0,True,494,0.0,0.0,Fishing Planet LLC,Fishing Planet LLC,39480,6424,Free to Play/ Massively Multiplayer/ Simulation/ Sports,4548
Dead by Daylight,game,15.0,False,486729,11.58,0.0,Behaviour Interactive Inc.,Behaviour Interactive Inc.,541254,134983,Action,39494
Relic Hunters Zero: Remix,game,0.0,True,0,0.0,0.0,Rogue Snail,Akupara Games,6331,442,Action/ Free to Play/ Indie,18
Sakura Clicker,game,0.0,True,243,0.0,0.0,Winged Cloud,Winged Cloud,12384,2406,Casual/ Free to Play/ Indie,83
Dead Island Definitive Edition,game,15.0,False,17558,29.95,0.0,Techland,Deep Silver,16813,3715,Action,468
Firewatch,game,0.0,False,56942,29.5,81.0,Campo Santo,Panic/ Campo Santo,54343,6773,Adventure/ Indie,83
Crossout,game,0.0,True,854,0.0,0.0,Targem Games,Gaijin Distribution KFT,42759,12959,Action/ Free to Play/ Massively Multiplayer/ Racing,7490
Ultimate Chicken Horse,game,0.0,False,27197,21.95,0.0,Clever Endeavour Games,Clever Endeavour Games,33350,1406,Action/ Casual/ Indie,521
Ori and the Blind Forest: Definitive Edition,game,0.0,False,51950,29.95,88.0,Moon Studios GmbH,Xbox Game Studios,56365,2602,Action,366
Scrap Mechanic,game,0.0,False,89309,28.95,0.0,Axolot Games,Axolot Games,92580,7058,Action/ Adventure/ Indie/ Simulation/ Early Access,2338
Darksiders II Deathinitive Edition,game,0.0,False,12243,42.95,0.0,Gunfire Games/ Vigil Games/ THQ Nordic,THQ Nordic,12099,3453,Action/ Adventure/ RPG,172
Knight Online,game,0.0,True,115,0.0,0.0,Noah System/ Mgame,NTTGame,5118,5185,Action/ Adventure/ Free to Play/ Massively Multiplayer/ RPG,921
Mitos.is: The Game,game,0.0,True,180,0.0,0.0,Freakinware Studios,Freakinware Studios,9463,2255,Free to Play/ Simulation,42
TEKKEN 7,game,0.0,False,59687,56.95,82.0,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,69366,14685,Action/ Sports,4874
WARMODE,game,0.0,True,342,0.0,0.0,Novalink,Novalink,10428,6436,Action/ Free to Play,2
Undertale,game,0.0,False,178789,14.5,92.0,tobyfox,tobyfox,195343,6711,Indie/ RPG,1147
Layers of Fear (2016),game,0.0,False,11317,28.95,73.0,Bloober Team SA,Bloober Team SA,22512,2774,Adventure/ Indie,30
X4: Foundations,game,0.0,False,14321,73.5,0.0,Egosoft,Egosoft,13255,3916,Action/ Simulation/ Strategy,2981
Squad,game,0.0,False,103842,69.95,0.0,Offworld Industries,Offworld Industries,121588,19695,Action/ Indie/ Massively Multiplayer/ Strategy,12120
Hearts of Iron IV,game,0.0,False,172242,56.95,83.0,Paradox Development Studio,Paradox Interactive,219629,19500,Simulation/ Strategy,43141
DISTRAINT: Deluxe Edition,game,0.0,False,6170,1.27,76.0,Jesse Makkonen,Jesse Makkonen,10457,753,Adventure/ Casual/ Indie,8
Borderlands 3,game,0.0,False,93925,13.49,81.0,Gearbox Software,2K,102074,18331,Action/ RPG,6267
Business Tour - Board Game with Online Multiplayer,game,0.0,True,0,0.0,0.0,Creobit,8Floor,41761,26475,Adventure/ Casual/ Free to Play/ Indie/ Massively Multiplayer/ Simulation/ Strategy,1647
Heaven Island - VR MMO,game,0.0,False,361,1.5,0.0,Fabio Ferrara/ Giulia Airoldi,Chubby Pixel,1237,866,Adventure/ Indie/ Massively Multiplayer,446
Dishonored 2,game,15.0,False,33487,39.95,86.0,Arkane Studios,Bethesda Softworks,48172,6206,Action,787
Metro Exodus,game,0.0,False,79757,44.0,85.0,4A Games,Deep Silver,82304,10088,Action,1496
Stardew Valley,game,0.0,False,495038,16.99,89.0,ConcernedApe,ConcernedApe,575047,10404,Indie/ RPG/ Simulation,40436
Hellblade: Senua's Sacrifice,game,17.0,False,48993,29.99,83.0,Ninja Theory,Ninja Theory,51766,5092,Action/ Adventure/ Indie,120
Outlast 2,game,0.0,False,37012,43.95,75.0,Red Barrels,Red Barrels,40324,3906,Action/ Adventure/ Indie,216
Emily is Away,game,0.0,True,384,0.0,0.0,Kyle Seeley,Kyle Seeley,27476,3541,Adventure/ Casual/ Free to Play/ Indie/ Simulation,23
Street Warriors Online,game,0.0,False,317,0.0,0.0,Crazy Rocks Studios,Crazy Rocks Studios,959,700,Action/ Massively Multiplayer/ Simulation/ Sports,0
Turbo Pug,game,0.0,False,2246,1.5,0.0,Space Cat Studios/ SnowFlame/ Back To Basics Gaming,Back To Basics Gaming,3073,312,Casual/ Indie,64
Shadow Tactics: Blades of the Shogun,game,0.0,False,27262,59.95,85.0,Mimimi Games,Daedalic Entertainment,32719,1304,Indie/ Strategy,198
Resident Evil 7 Biohazard,game,18.0,False,49689,11.39,83.0,CAPCOM Co./ Ltd.,CAPCOM Co./ Ltd.,70762,3658,Action/ Adventure,696
Rising Storm 2: Vietnam,game,0.0,False,37033,35.95,81.0,Antimatter Games/ Tripwire Interactive,Tripwire Interactive,45600,7191,Action/ Massively Multiplayer/ Simulation/ Strategy,535
Furi,game,0.0,False,8488,29.5,76.0,The Game Bakers,The Game Bakers,9824,982,Action/ Indie,35
Wolcen: Lords of Mayhem,game,0.0,False,60566,56.95,60.0,WOLCEN Studio,WOLCEN Studio,37461,28937,Action/ Adventure/ Indie/ RPG,393
Little Nightmares,game,0.0,False,36411,7.23,81.0,Tarsier Studios,BANDAI NAMCO Entertainment,86105,4793,Adventure,396
Orcs Must Die! Unchained,game,0.0,False,155,0.0,87.0,Robot Entertainment,Robot Entertainment,4188,1931,Action/ Free to Play/ Strategy,3
Factorio,game,0.0,False,136855,50.0,90.0,Wube Software LTD.,Wube Software LTD.,162700,6007,Casual/ Indie/ Simulation/ Strategy,13398
Who's Your Daddy?!,game,0.0,False,21936,14.5,0.0,Evil Tortilla Games,Evil Tortilla Games,21742,5496,Action/ Casual/ Indie,143
Space Pilgrim Episode I: Alpha Centauri,game,0.0,True,736,0.0,0.0,Pilgrim Adventures/ GrabTheGames Studios,GrabTheGames/ TheGamesFortress,1043,142,Adventure/ Indie,1
Golf With Your Friends,game,0.0,False,38841,21.5,0.0,Blacklight Interactive/ Team17,Team17,51593,6369,Casual/ Indie/ Sports,1389
Wallpaper Engine,game,0.0,False,621408,6.49,0.0,Wallpaper Engine Team,Wallpaper Engine Team,659373,12753,Casual/ Indie/ Animation & Modeling/ Design & Illustration/ Photo Editing/ Utilities,107140
Slime Rancher,game,0.0,False,96732,28.95,81.0,Monomi Park,Monomi Park,106881,2290,Action/ Adventure/ Indie/ Simulation,906
Z1 Battle Royale,game,0.0,True,145939,0.0,70.0,Daybreak Game Company,Daybreak Game Company,114814,91820,Action/ Adventure/ Free to Play/ Massively Multiplayer,1005
Lost Castle / 失落城堡,game,0.0,False,17114,14.5,0.0,Hunter Studio,Neon Doctrine,19570,2687,Action/ Adventure/ Indie/ RPG,405
Divinity: Original Sin 2 - Definitive Edition,game,0.0,False,144062,44.99,93.0,Larian Studios,Larian Studios,158780,6597,Adventure/ RPG/ Strategy,11717
Governor of Poker 3,game,0.0,True,0,0.0,0.0,Azerion/ YoudaGames,Azerion/ Youda Games Holding B.V.,8629,3755,Casual/ Free to Play/ Massively Multiplayer/ Simulation,3151
Line of Sight,game,0.0,True,2700,0.0,0.0,BlackSpot Entertainment,BlackSpot Entertainment,5410,3708,Action/ Free to Play/ Indie/ Massively Multiplayer,29
The Culling,game,0.0,False,12963,0.0,0.0,Xaviant,Xaviant Games,10155,7581,Action/ Free to Play/ Indie,2
Shakes and Fidget,game,0.0,True,187,0.0,0.0,Playa Games GmbH,Playa Games GmbH,29276,2037,Adventure/ Casual/ Free to Play/ Indie/ Massively Multiplayer/ RPG/ Strategy,2368
VRChat,game,0.0,True,150,0.0,0.0,VRChat Inc.,VRChat Inc.,145332,54125,Adventure/ Casual/ Free to Play/ Massively Multiplayer/ Simulation/ Sports/ Early Access,27459
Friday the 13th: The Game,game,18.0,False,62250,7.5,61.0,IllFonic,Gun Media,58789,15278,Action,545
Stories: The Path of Destinies,game,0.0,False,1842,21.5,74.0,Spearhead Games,Spearhead Games,5575,741,Action/ Adventure/ Indie/ RPG,4
Z1 Battle Royale: Test Server,game,0.0,False,1896,0.0,0.0,Daybreak Game Company,Daybreak Game Company,1328,1200,Massively Multiplayer,4
Conan Exiles,game,18.0,False,63473,56.95,0.0,Funcom,Funcom,73450,20284,Action/ Adventure/ Massively Multiplayer/ RPG/ Simulation/ Strategy,14350
Riders of Icarus,game,0.0,True,737,0.0,0.0,WeMade/ VALOFE,VALOFE,6944,3562,Adventure/ Free to Play/ Massively Multiplayer/ RPG,92
World of Tanks Blitz,game,0.0,True,885,0.0,0.0,Wargaming Group Limited,Wargaming Group Limited,104335,25770,Action/ Free to Play/ Massively Multiplayer,11690
Bloons TD Battles,game,0.0,True,351,0.0,0.0,Ninja Kiwi,Ninja Kiwi,25135,2579,Action/ Free to Play/ Strategy,454
Wizard of Legend,game,0.0,False,15011,22.95,79.0,Contingent99,Contingent99/ Humble Games,16608,1633,Action/ Adventure/ Indie,229
Farming Simulator 17,game,0.0,False,20383,21.95,69.0,GIANTS Software,GIANTS Software,21242,1481,Simulation,820
Day of Infamy,game,0.0,False,17379,21.5,77.0,New World Interactive,New World Interactive,18131,3805,Action/ Indie/ Strategy,30
Bacteria,game,0.0,False,0,1.5,0.0,Sometimes You,Sometimes You,222,163,Casual/ Indie,25
Overcooked,game,0.0,False,10785,23.95,81.0,Ghost Town Games Ltd.,Team17 Digital Ltd,12215,1243,Action/ Casual/ Indie/ Simulation,167
The Lab,game,0.0,True,281,0.0,0.0,Valve,Valve,5493,283,Free to Play,30
Hot Dogs/ Horseshoes & Hand Grenades,game,0.0,False,17545,28.95,0.0,RUST LTD.,RUST LTD.,17870,541,Action/ Simulation/ Early Access,390
Shadowverse CCG,game,0.0,True,353,0.0,0.0,Cygames/ Inc.,Cygames/ Inc./ Cygames Korea Inc.,10401,3525,Free to Play/ Strategy,3362
DRAGON BALL XENOVERSE 2,game,0.0,False,32195,10.49,78.0,QLOC/ DIMPS,BANDAI NAMCO Entertainment,38240,4391,Action/ Adventure/ Casual/ Massively Multiplayer,1475
Oxygen Not Included,game,0.0,False,96392,22.99,86.0,Klei Entertainment,Klei Entertainment,99216,3475,Indie/ Simulation,10444
High Octane Drift,game,0.0,True,153,0.0,0.0,Cruderocks,Cruderocks,3281,2652,Free to Play/ Racing/ Simulation/ Sports/ Early Access,12
Crush Crush,game,0.0,True,510,0.0,0.0,Sad Panda Studios,Sad Panda Studios,21349,2352,Casual/ Free to Play/ Indie,2715
Bayonetta,game,15.0,False,21094,24.95,90.0,PlatinumGames,SEGA,22599,1864,Action/ Adventure,102
Katana ZERO,game,0.0,False,52175,21.95,83.0,Askiisoft,Devolver Digital,57893,1094,Action/ Indie,152
Darksiders Warmastered Edition,game,0.0,False,9848,28.95,0.0,KAIKO/ Vigil Games,THQ Nordic,11643,1704,Action/ Adventure/ RPG,120
Surviving Mars,game,0.0,False,14502,42.95,76.0,Haemimont Games/ Abstraction,Paradox Interactive,20630,3732,Simulation/ Strategy,883
Deceit,game,0.0,True,2522,0.0,0.0,World Makers,World Makers,70306,18424,Action/ Free to Play/ Indie,1135
Northgard,game,0.0,False,42973,39.99,81.0,Shiro Games,Shiro Unlimited,48050,6579,Indie/ Simulation/ Strategy,2519
UNO,game,0.0,False,35179,14.95,0.0,Ubisoft Entertainment,Ubisoft Entertainment,33412,12129,Casual,400
Rec Room,game,0.0,True,114,0.0,0.0,Rec Room,Rec Room,49099,4746,Adventure/ Casual/ Free to Play/ Massively Multiplayer,3142
Quantum Break,game,0.0,False,18221,56.95,66.0,Remedy Entertainment,Xbox Game Studios,20944,3552,Action,67
Titan Quest Anniversary Edition,game,0.0,False,21419,28.95,0.0,Iron Lore Entertainment/ THQ Nordic,THQ Nordic,28333,2753,Action/ RPG,1175
Beholder,game,0.0,False,17668,2.17,75.0,Warm Lamp Games,Alawar Premium,21967,2018,Adventure/ Indie/ Strategy,175
Heaven Forest - VR MMO,game,0.0,False,0,1.5,0.0,Fabio Ferrara,Chubby Pixel,303,143,Adventure/ Massively Multiplayer,454
Human: Fall Flat,game,0.0,False,143958,28.95,70.0,No Brakes Games,Curve Games,177527,9894,Adventure/ Casual/ Indie/ Simulation,4825
Prey,game,15.0,False,28868,39.95,0.0,Arkane Studios,Bethesda Softworks,39516,4054,Action/ Adventure,447
Football Manager 2017,game,0.0,False,7812,0.0,80.0,Sports Interactive,SEGA,6547,4493,Simulation/ Sports,814
Nioh: Complete Edition,game,0.0,False,24244,49.99,84.0,KOEI TECMO GAMES CO./ LTD.,KOEI TECMO GAMES CO./ LTD.,25637,6280,Action/ RPG,366
Minion Masters,game,0.0,True,1426,0.0,0.0,BetaDwarf,BetaDwarf,55578,5460,Action/ Adventure/ Free to Play/ Indie/ RPG/ Strategy,727
The Elder Scrolls V: Skyrim Special Edition,game,15.0,False,134509,54.95,74.0,Bethesda Game Studios,Bethesda Softworks,238312,21046,RPG,28216
Orwell: Keeping an Eye On You,game,0.0,False,7816,14.5,77.0,Osmotic Studios,Osmotic Studios,12876,1266,Adventure/ Indie/ Simulation,16
Tropico 6,game,0.0,False,15719,59.95,78.0,Limbic Entertainment/ Realmforge Studios,Kalypso Media,20448,3029,Simulation/ Strategy,1015
Planet Coaster,game,0.0,False,49561,64.95,84.0,Frontier Developments/ Aspyr (Mac),Frontier Developments/ Aspyr (Mac),55085,5291,Action/ Adventure/ Casual/ Simulation/ Strategy,2328
GTFO,game,0.0,False,34934,54.99,78.0,10 Chambers,10 Chambers,41686,7285,Action,1102
State of Decay 2: Juggernaut Edition,game,0.0,False,38277,42.95,69.0,Undead Labs,Xbox Game Studios,37242,7876,Action/ RPG/ Simulation,2308
Celeste,game,0.0,False,69901,28.95,88.0,Maddy Makes Games Inc./ Extremely OK Games/ Ltd.,Maddy Makes Games Inc.,75195,1800,Action/ Adventure/ Indie,1630
Battlerite,game,0.0,True,21569,0.0,85.0,Stunlock Studios,Stunlock Studios,49777,9168,Action/ Free to Play,164
Foxhole,game,0.0,False,27868,42.95,0.0,Siege Camp,Siege Camp,25537,5550,Action/ Indie/ Massively Multiplayer/ RPG/ Strategy,1691
Last Man Standing,game,0.0,False,0,0.0,0.0,Free Reign Entertainment/ Free Reign Entertainment,Free Reign Entertainment,11041,6997,Action/ Adventure/ Free to Play/ Indie/ Massively Multiplayer/ Strategy,0
ORBITAL,game,0.0,False,0,0.0,0.0,Ardi Studio,Garage Games,215,74,Casual/ Indie,227
Totally Accurate Battle Simulator,game,0.0,False,102028,28.95,0.0,Landfall,Landfall,106263,2296,Indie/ Simulation/ Strategy,2222
BIGFOOT,game,0.0,False,13106,29.5,0.0,CyberLight Game Studio,CyberLight Game Studio,13595,3005,Action/ Adventure/ Indie/ Early Access,411
Evolvation,game,0.0,False,0,2.95,0.0,Eric Ruts/ Jacob Kooiman,HyperReuts,628,291,Action/ Casual/ Indie/ Simulation,1
Glass Masquerade,game,0.0,False,4640,7.5,0.0,Onyx Lute,Onyx Lute,5794,177,Casual/ Indie,31
Streets of Rogue,game,0.0,False,13855,5.9,0.0,Matt Dabrowski,tinyBuild,17828,693,Action/ Adventure/ Indie/ RPG,440
SCUM,game,0.0,False,73558,58.5,0.0,Gamepires,Jagex Ltd,67152,23142,Action/ Adventure/ Indie/ Massively Multiplayer/ Early Access,15940
My Summer Car,game,0.0,False,50996,21.5,0.0,Amistech Games,Amistech Games,51646,3240,Indie/ Racing/ Simulation/ Early Access,1405
DUSK,game,0.0,False,16708,28.95,88.0,David Szymanski,New Blood Interactive,18507,460,Action/ Indie,84
Satisfactory,game,0.0,False,117835,44.95,0.0,Coffee Stain Studios,Coffee Stain Publishing,131899,3939,Adventure/ Indie/ Simulation/ Strategy/ Early Access,14795
For The King,game,0.0,False,24460,28.95,79.0,IronOak Games,Curve Games,30618,3837,Adventure/ Indie/ RPG/ Strategy,2437
Warhammer 40/000: Inquisitor - Martyr,game,0.0,False,15392,49.99,67.0,NeocoreGames,NeocoreGames,13142,4361,Action/ Adventure/ Indie/ RPG,615
Argo,game,0.0,False,0,0.0,0.0,Bohemia Interactive,Bohemia Interactive,5682,5409,Action/ Free to Play,1
Life is Strange 2,game,18.0,True,19239,0.0,0.0,DONTNOD Entertainment/ Feral Interactive (Mac)/ Feral Interactive (Linux),Square Enix/ Feral Interactive (Mac)/ Feral Interactive (Linux),25570,4445,Adventure,249
Dying Light 2 Stay Human,game,0.0,False,110758,44.97,0.0,Techland,Techland,110071,29145,Action/ Adventure/ RPG,6591
Two Point Hospital,game,0.0,False,22863,47.95,83.0,Two Point Studios,SEGA,27854,2531,Indie/ Simulation,721
Catan Universe,game,0.0,True,0,0.0,0.0,Client/Frontend: Endava  / Backend: SuperNimbus,USM,6349,5467,Casual/ Strategy,1109
Half-Life: Alyx,game,0.0,False,70632,87.95,93.0,Valve,Valve,80211,1314,Action/ Adventure,446
Deep Rock Galactic,game,0.0,False,180509,44.95,85.0,Ghost Ship Games,Coffee Stain Publishing,218508,6763,Action,19622
Black Squad,game,0.0,True,0,0.0,0.0,VALOFE/ NS STUDIO,VALOFE,61121,19203,Action/ Free to Play,911
Warhammer: Vermintide 2,game,0.0,False,73585,8.39,82.0,Fatshark,Fatshark,95277,17038,Action/ Indie,3541
World of Warships,game,0.0,True,1797,0.0,81.0,Wargaming Group Limited,Wargaming Group Limited,99234,24074,Action/ Free to Play/ Massively Multiplayer/ Simulation,12917
Pavlov VR,game,0.0,False,34428,35.95,0.0,Vankrupt Games,Vankrupt Games,34258,2494,Action/ Indie/ Early Access,437
Infestation: The New Z,game,0.0,True,2256,0.0,0.0,Fredaikis AB,OP Productions LLC,17860,15553,Action/ Free to Play/ Indie/ Massively Multiplayer/ RPG,307
Art of War: Red Tides,game,0.0,True,726,0.0,0.0,Game Science,Game Science,5285,1429,Free to Play/ Indie/ Strategy/ Early Access,33
Alien Swarm: Reactive Drop,game,0.0,True,0,0.0,0.0,Reactive Drop Team,Reactive Drop Team,18729,992,Action/ Free to Play,615
Blood of Steel,game,0.0,True,0,0.0,0.0,YC Games,YC Games,4880,1500,Action/ Free to Play/ Massively Multiplayer/ Strategy,292
Lobotomy Corporation | Monster Management Simulation,game,0.0,False,25326,35.95,0.0,ProjectMoon,ProjectMoon,25568,1462,Indie/ Simulation,2387
Kingdoms and Castles,game,0.0,False,24187,21.5,0.0,Lion Shield/ LLC,Lion Shield/ LLC,23362,1774,Indie/ Simulation/ Strategy,586
Golf It!,game,0.0,False,17943,12.95,0.0,Perfuse Entertainment,Perfuse Entertainment,20119,2308,Casual/ Indie/ Simulation/ Sports/ Early Access,1009
NBA 2K18,game,0.0,False,14880,0.0,87.0,Visual Concepts,2K,5488,13396,Simulation/ Sports,119
